Date,Hour,Dealers,SKU,SRP,Promotion Price,Change,Sold,Rate,Vendor,Series Group,Segment,CPU Segment,CPU,RAM,SSD,Screen,GPU,V-RAM,Weight,Products link,Part #,Focus Model,Status
02/08/2026,04:18,MBW,"Laptop Acer Aspire 5 A515 58M 79R7 - NX.KQ8SV.007 (i7 13620H, 16GB, 512GB, Full HD, Win11)",21990000,20690000,-5%,• Đã bán 480,4.9,Acer,Business& Productivity,Aspire 5,Core i7,Core i7 13620H,RAM 16 GB,SSD 512 GB,,,,,https://www.thegioididong.com/laptop/acer-aspire-5-a515-58m-79r7-i7-nxkq8sv007,A515 58M 79R7,No,
02/08/2026,04:18,MBW,"Laptop Lenovo V15 G5 IRL - 83HF00BYVN (i5 13420H, 16GB, 512GB, Full HD, Win11)",25690000,24590000,,• Đã bán 146,5,Lenovo,Business& Productivity,Lenovo V15,Core i5,i5 13420H,RAM 16 GB,SSD 512 GB,,,,,https://www.thegioididong.com/laptop/lenovo-v15-g5-irl-i5-13420h-83hf00byvn,83HF00BYVN,No,
02/08/2026,04:18,MBW,"Laptop Lenovo V14 G5 - 83HD005JVN (i5 13420H, 16GB, 512GB, Full HD, Win11)",25990000,24890000,,• Đã bán 201,5,Lenovo,Business& Productivity,V14,Core i5,i5 13420H,RAM 16 GB,SSD 512 GB,,,,,https://www.thegioididong.com/laptop/lenovo-v14-g5-i5-13420h-83hd005jvn,83HD005JVN,No,
02/08/2026,04:18,MBW,"Laptop Dell 15 DC15250 - DC15250-i5U165W11SLU-27 (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeHS24+365, Win11)",23490000,21990000,-6%,• Đã bán 220,5,Dell,Business& Productivity,Dell 15,Core i5,Core i5 1334U,RAM 16 GB,SSD 512 GB,"15.6"", Full HD (1920 x 1080), 120Hz",Intel UHD,,,https://www.thegioididong.com/laptop/dell-15-dc15250-i5-1334u-dc15250-i5u165w11slu-27,27,No,
02/08/2026,04:18,MBW,"Laptop Asus Vivobook 15 X1502VA - BQ986WS (i7 13620H, 16GB, 512GB, Full HD, OfficeH24+365, Win11)",22490000,20790000,-7%,"• Đã bán 2,8k",5,Asus,Business& Productivity,Vivobook,Core i7,Core i7 13620H,RAM 16 GB,SSD 512 GB,,,,,https://www.thegioididong.com/laptop/asus-x1502va-i7-bq986ws,X1502VA - BQ986WS,No,
02/08/2026,04:18,MBW,"Laptop HP Probook 455 G10 - B8PG7AT (R5 7530U, 16GB, 512GB, Full HD, Win11)",23390000,19490000,-16%,"• Đã bán 1,7k",5,HP,Business& Productivity,Probook,Ryzen 5,Ryzen 5 7530U,RAM 16 GB,SSD 512 GB,,,,,https://www.thegioididong.com/laptop/hp-probook-455-g10-r5-b8pg7at,B8PG7AT,No,
02/08/2026,04:18,MBW,"Laptop Lenovo Yoga Slim 7 OLED 14IMH9 - 83CV00DKVN (Ultra 7 155H, 32GB, 1TB, WUXGA OLED, OfficeH24+365, Win11)",33990000,33290000,,• Đã bán 217,5,Lenovo,Business& Productivity,Yoga,Core Ultra 7,Core Ultra 7 155H,RAM 32 GB,SSD 1 TB,"14"", WUXGA (1920 x 1200) - OLED",Intel Arc Graphics,,,https://www.thegioididong.com/laptop/lenovo-yoga-slim-7-oled-14imh9-ultra-7-155h-83cv00dkvn,83CV00DKVN,No,
02/08/2026,04:18,MBW,"Laptop HP Gaming VICTUS 15 fa2731TX - B85LNPA (i5 13420H, 16GB, 512GB, RTX 3050 6GB, Full HD 144Hz, Win11)",29990000,24990000,-16%,"• Đã bán 1,4k",4.9,HP,Gaming,VICTUS,Core i5,Core i5 13420H,RAM 16 GB,SSD 512 GB,,RTX 3050,6G,,https://www.thegioididong.com/laptop/hp-victus-15-fa2731tx-i5-b85lnpa,B85LNPA,Yes,
02/08/2026,04:18,MBW,"Laptop Dell Inspiron 15 3530 - P16WD22 (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365, Win11)",23490000,19990000,-14%,"• Đã bán 2,8k",4.9,Dell,Business& Productivity,Inspiron,Core i5,Core i5 1334U,RAM 16 GB,SSD 512 GB,,,,,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-p16wd22,P16WD22,No,
02/08/2026,04:18,MBW,"Laptop Acer Nitro ProPanel ANV15-41-R0Y4 - NH.QPESV.004 (R7 7735HS, 16GB, 512GB, RTX 4050 6GB, Full HD 180Hz, Win11)",33990000,29990000,-11%,• Đã bán 32,5,Acer,Gaming,Nitro ProPanel,Ryzen 5,Ryzen 5 7735HS,RAM 16 GB,SSD 512 GB,,RTX 4050,6G,,https://www.thegioididong.com/laptop/acer-nitro-v-15-propanel-anv15-41-r0y4-r7-7735hs-nh-qpesv-004,ANV15-41-R0Y4,No,
02/08/2026,04:18,MBW,"Laptop Acer Gaming Nitro V 15 ANV15 41 R1JY - NH.QPFSV.001 (R5 6600H, 16GB, 512GB, RTX 3050 6GB, Full HD 165Hz, Win11)",23990000,22890000,,"• Đã bán 3,7k",4.9,Acer,Gaming,Nitro V,Ryzen 5,Ryzen 5 6600H,RAM 16 GB,SSD 512 GB,"15.6"", Full HD (1920 x 1080), 165Hz",RTX 3050,6G,,https://www.thegioididong.com/laptop/acer-nitro-v-15-anv15-41-r1jy-r5-nhqpfsv001,ANV15 41 R1JY,No,
02/08/2026,04:18,MBW,"Laptop Asus Gaming V16 V3607VU - RP192W (Core 5 210H, 16GB, 512GB, RTX 4050 6GB, WUXGA 144Hz, Win11)",26990000,25890000,,• Đã bán 827,4.9,Asus,Gaming,Gaming V16,Core i5,Core i5 210H,RAM 16 GB,SSD 512 GB,,RTX 4050,6G,,https://www.thegioididong.com/laptop/asus-gaming-v16-v3607vu-core-5-rp192w,V3607VU - RP192W,No,
02/08/2026,04:18,MBW,"Laptop HP Pavilion 15 eg3091TU - 8C5L2PA (i7 1355U, 16GB, 512GB, Full HD, Win11)",25390000,24290000,,"• Đã bán 2,9k",4.9,HP,Business& Productivity,Pavilion,Core i7,Core i7 1355U,RAM 16 GB,SSD 512 GB,,,,,https://www.thegioididong.com/laptop/hp-pavilion-15-eg3091tu-i7-8c5l2pa,8C5L2PA,No,
02/08/2026,04:18,MBW,"Laptop HP 15 fc0085AU - A6VV8PA (R5 7430U, 16GB, 512GB, Full HD, Win11)",23990000,18990000,-20%,"• Đã bán 20,1k",4.9,HP,Business& Productivity,HP 15,Ryzen 5,Ryzen 5 7430U,RAM 16 GB,SSD 512 GB,,,,,https://www.thegioididong.com/laptop/hp-15-fc0085au-r5-a6vv8pa,A6VV8PA,No,
02/08/2026,04:18,MBW,"Laptop Dell Latitude 3450 - L3450-1335U-16512WN (i5 1335U, 16GB, 512GB, Full HD, Win11)",24990000,21990000,-12%,"• Đã bán 2,6k",4.9,Dell,Business& Productivity,Latitude,Core i5,Core i5 1335U,RAM 16 GB,SSD 512 GB,,,,,https://www.thegioididong.com/laptop/dell-latitude-3450-i5-l34501335u16512wn,16512WN,No,
02/08/2026,04:18,MBW,"Laptop Dell 15 DC15250 - DC15250-i5U165W11SLU (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365, Win11)",23490000,20990000,-10%,• Đã bán 1k,5,Dell,Business& Productivity,Dell 15,Core i5,Core i5 1334U,RAM 16 GB,SSD 512 GB,,,,,https://www.thegioididong.com/laptop/dell-15-dc15250-i5-1334u-dc15250-i5u165w11slu,5U165W11SLU,No,
02/08/2026,04:18,MBW,"Laptop MSI Venture A15 AI A2HMG - 003VN (R7 260, 16GB, 512GB, Full HD 144Hz, Win11)",22490000,21390000,,• Đã bán 73,5,MSI,Business& Productivity,Venture,Ryzen 7,Ryzen 7 260,RAM 16 GB,SSD 512 GB,"15.6"", Full HD (1920 x 1080), 144Hz",Radeon,,,https://www.thegioididong.com/laptop/msi-venture-a15-ai-a2hmg-r7-003vn,003VN,No,
02/08/2026,04:18,MBW,"Laptop Acer Gaming Nitro V ANV15 51 57B2 - NH.QN8SV.001 (i5 13420H, 8GB, 512GB, RTX 4050 6GB, Full HD 144Hz, Win11)",27000000,25900000,,• Đã bán 241,5,Acer,Gaming,Nitro V,Core i5,Core i5 13420H,RAM 8 GB,SSD 512 GB,,RTX 4050,6G,,https://www.thegioididong.com/laptop/acer-nitro-v-anv15-51-57b2-i5-nhqn8sv001,ANV15 51 57B2,No,
02/08/2026,04:18,MBW,"Laptop Dell 15 DC15250 - CPH992 (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeHS24+365B, Win11)",23490000,21990000,-6%,• Đã bán 173,5,Dell,Business& Productivity,Dell 15,Core i5,Core i5 1334U,RAM 16 GB,SSD 512 GB,,,,,https://www.thegioididong.com/laptop/dell-15-dc15250-i5-1334u-cph992,CPH992,No,
02/08/2026,04:18,MBW,"Laptop Asus TUF Gaming F16 FX607VJB - RL151W (Core 5 210H, 16GB, 512GB, RTX 3050 6GB, Full HD+, 144Hz, Win11)",24990000,23890000,,• Đã bán 383,5,Asus,Gaming,TUF,Core i5,Core i5 210H,RAM 16 GB,SSD 512 GB,,RTX 3050,6G,,https://www.thegioididong.com/laptop/asus-tuf-gaming-f16-fx607vjb-core-5-210h-rl151w,FX607VJB - RL151W,No,
02/08/2026,04:18,MBW,"Laptop HP OmniBook 7 Aero 13 bg1087AU - BZ7S1PA (R5 AI 340, 16GB, 512GB, WUXGA, OfficeH24+365, Win11)",29790000,27990000,-6%,• Đã bán 33,5,HP,Business& Productivity,OmniBook,Ryzen 5 AI,Ryzen AI 5 340,RAM 36 GB,SSD 512 GB,,,,,https://www.thegioididong.com/laptop/hp-omnibook-7-aero-13-bg1087au-r5-ai-340-bz7s1pa,BZ7S1PA,No,
02/08/2026,04:18,MBW,"Laptop HP 245 G10 - A20TDPT (R5 7530U, 8GB, 512GB, Full HD, Win11)",21390000,17490000,-18%,"• Đã bán 6,8k",4.9,HP,Business& Productivity,HP 245,Ryzen 5,Ryzen 5 7530U,RAM 8 GB,SSD 512 GB,,,,,https://www.thegioididong.com/laptop/hp-245-g10-r5-a20tdpt,A20TDPT,No,
02/08/2026,04:18,MBW,"Laptop HP Pavilion 15 eg3093TU - 8C5L4PA (i5 1335U, 16GB, 512GB, Full HD, Win11)",21090000,19990000,-5%,"• Đã bán 6,1k",4.9,HP,Business& Productivity,Pavilion,Core i5,Core i5 1335U,RAM 16 GB,SSD 512 GB,,,,,https://www.thegioididong.com/laptop/hp-pavilion-15-eg3093tu-i5-8c5l4pa,8C5L4PA,No,
02/08/2026,04:18,MBW,"Laptop Acer Gaming Aspire 7 A715 59G 73LB - NH.QX6SV.002 (i7 12650H, 16GB, 512GB, RTX 3050 6GB, Full HD 144Hz, Win11)",26990000,24990000,-7%,• Đã bán 529,5,Acer,Gaming,Gaming Aspire,Core i7,Core i7 12650H,RAM 16 GB,SSD 512 GB,,RTX 3050,6G,,https://www.thegioididong.com/laptop/acer-aspire-7-a715-59g-73lb-i7-12650h-nh-qx6sv-002,A715 59G 73LB,No,
02/08/2026,04:18,MBW,"Laptop Asus Zenbook 14 UX3405CA - PZ204WS (Ultra 9 285H, 32GB, 1TB, 2.8K 120Hz, Cảm ứng, OfficeH24+365, Win11)",40290000,38390000,,• Đã bán 585,5,Asus,Business& Productivity,Zenbook,Core Ultra 9,Core Ultra 9 285H,RAM 32 GB,SSD 1 TB,,,,,https://www.thegioididong.com/laptop/asus-zenbook-14-ux3405ca-ultra-9-pz204ws,UX3405CA - PZ204WS,No,
02/08/2026,04:18,MBW,"Laptop Lenovo ThinkBook 14 - 21SG007VVN (Core 7 240H, 32GB, 1TB, WUXGA, Win11)",34990000,33590000,,• Đã bán 171,5,Lenovo,Business& Productivity,ThinkBook,Core 7,Core 7 240H,RAM 32 GB,SSD 1 TB,"14"", WUXGA (1920 x 1200), 60 Hz",Intel Graphics,,,https://www.thegioididong.com/laptop/lenovo-thinkbook-14-core-7-240h-21sg007vvn,21SG007VVN,No,
02/08/2026,04:18,MBW,"Laptop GIGABYTE Gaming A16 GA6H - GAMING-A16-CMHH2VN893SH (i5 13420H, 16GB, 512GB, RTX 4050 6GB, WUXGA 165Hz, Win11)",30990000,25790000,-16%,• Đã bán 131,5,GIGABYTE,Gaming,Gaming A16,Core i5,Core i5 13420H,RAM 16 GB,SSD 512 GB,"16"", WUXGA (1920 x 1200), 165Hz",RTX 4050,6G,,https://www.thegioididong.com/laptop/gigabyte-a16-ga6h-i5-gaminga16cmhh2vn893sh,CMHH2VN893SH,No,
02/08/2026,04:18,MBW,"Laptop Dell Gaming Alienware 16 Aurora AC16250 - 71072939 (Core 5 210H, 16GB, 512GB, RTX 3050 6GB, WQXGA 120Hz, OfficeH24+365, Win11)",36490000,34990000,,• Đã bán 692,5,Dell,Gaming,Gaming Alienware,Core i5,Core i5 210H,RAM 16 GB,SSD 512 GB,,RTX 3050,6G,,https://www.thegioididong.com/laptop/dell-alienware-16-aurora-ac16250-core-5-210h-71072939,71072939,No,
02/08/2026,04:18,MBW,"Laptop MSI Gaming Katana 15 HX B14WFK - 025VN (i7 14650HX, 16GB, 512GB, RTX5060 8GB, QHD 165Hz, Win11)",45990000,44590000,,• Đã bán 28,5,MSI,Gaming,Katana,Core i7,Core i7 14650HX,RAM 16 GB,SSD 512 GB,"15.6"", QHD, 165Hz",RTX 5060,8G,,https://www.thegioididong.com/laptop/msi-katana-15-hx-b14wfk-i7-14650hx-025vn,025VN,No,
02/08/2026,04:18,MBW,"Laptop Acer Gaming Aspire 5 A515 58GM 598J - NX.KW1SV.002 (i5 13420H, 16GB, 512GB, RTX 2050 4GB, Full HD 144Hz, Win11)",22990000,20290000,-11%,"• Đã bán 1,1k",4.9,Acer,Gaming,Gaming Aspire,Core i5,Core i5 13420H,RAM 16 GB,SSD 512 GB,,RTX 2050,4G,,https://www.thegioididong.com/laptop/acer-aspire-5-a515-58gm-598j-i5-nxkw1sv002,A515 58GM 598J,No,
02/08/2026,04:18,MBW,"Laptop Asus ZenBook 14 UX3405CA - ST628W (Ultra 5 225H, 16GB, 512GB, 3K OLED 120Hz, Win11)",31990000,29490000,-7%,• Đã bán 137,5,Asus,Business& Productivity,Zenbook,Core Ultra 5,Core Ultra 5 225H,RAM 16 GB,SSD 512 GB,,,,,https://www.thegioididong.com/laptop/asus-zenbook-14-ux3405ca-ultra-5-225h-st628w,UX3405CA - ST628W,No,
02/08/2026,04:18,MBW,"Laptop Asus TUF Gaming FX607VU - RL045W (Core 5 210H, 16GB, 512GB, RTX 4050 6GB, Full HD+ 144Hz, Win11)",28990000,27890000,,• Đã bán 171,5,Asus,Gaming,TUF,Core 5,Core 5 210H,RAM 16 GB,SSD 512 GB,,RTX 4050,6G,,https://www.thegioididong.com/laptop/asus-tuf-gaming-fx607vu-core-5-210h-rl045w,FX607VU - RL045W,No,
02/08/2026,04:18,MBW,"Laptop HP OmniBook 5 AI 16 af1048TU - BZ7Q9PA (Ultra 5 225U, 16GB, 512GB, WUXGA, OfficeH24, Win11)",28990000,25990000,-10%,• Đã bán 610,5,HP,Business& Productivity,OmniBook,Core Ultra 7,Core Ultra 7 255U,RAM 16 GB,SSD 512 GB,,,,,https://www.thegioididong.com/laptop/hp-omnibook-5-ai-16-af1048tu-ultra-5-225u-bz7q9pa,BZ7Q9PA,No,
02/08/2026,04:18,MBW,"Laptop Dell 15 DC15250 - 71073959 (i7 1355U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365B, Win11)",25990000,23990000,-7%,• Đã bán 370,5,Dell,Business& Productivity,Dell 15,Core i7,Core i7 1355U,RAM 16 GB,SSD 512 GB,,,,,https://www.thegioididong.com/laptop/dell-15-dc15250-i7-1355u-71073959,71073959,No,
02/08/2026,04:18,MBW,"Laptop Acer Aspire 16 AI A16 71M 59L5 - NX.J4YSV.001 (Ultra 5 125H, 16GB, 512GB, Full HD+, Win11)",21990000,18990000,-13%,• Đã bán 563,5,Acer,Business& Productivity,Aspire 16,Core Ultra 5,Core Ultra 5 125H,RAM 16 GB,SSD 512 GB,,,,,https://www.thegioididong.com/laptop/acer-aspire-16-ai-a16-71m-59l5-ultra-5-nxj4ysv001,A16 71M 59L5,No,
02/08/2026,04:18,MBW,"Laptop HP 240R G9 - C40M2AT (Core 5 120U, 8GB, 512GB, Full HD, Win11)",23590000,18990000,-19%,• Đã bán 42,5,HP,Business& Productivity,HP 240,Core 5,Core 5 120U,RAM 8 GB,SSD 512 GB,,,,,https://www.thegioididong.com/laptop/hp-240r-g9-core-5-120u-c40m2at,C40M2AT,No,
02/08/2026,04:18,MBW,"Laptop HP 15 fd1487TU - D0BH4PA (Ultra 5 125H, 24GB, 512GB, Full HD, Win11)",24390000,22490000,-7%,• Đã bán 120,5,HP,Business& Productivity,HP 15,Core Ultra 5,Core Ultra 5 125H,RAM 24 GB,SSD 512 GB,,,,,https://www.thegioididong.com/laptop/hp-15-fd1487tu-ultra-5-125h-d0bh4pa,D0BH4PA,No,
02/08/2026,04:18,MBW,"Laptop Lenovo Gaming LOQ 15ARP9 - 83JC00LVVN (R5 7235HS, 16GB, 512GB, RTX 3050 6GB, Full HD 144Hz, Win11)",27490000,24990000,-9%,• Đã bán 347,5,Lenovo,Gaming,LOQ,Ryzen 5,Ryzen 5 7235HS,RAM 16 GB,SSD 512 GB,"15.6"", Full HD (1920 x 1080), 144Hz",RTX 3050,6G,,https://www.thegioididong.com/laptop/lenovo-gaming-loq-15arp9-r5-83jc00lvvn,83JC00LVVN,No,
02/08/2026,04:18,MBW,"Laptop MSI Venture A14 AI+ A3HMG - 004VN (R5 AI 340, 16GB, 512GB, 2.8K OLED 120Hz, Win11)",26990000,24990000,-7%,• Đã bán 8,5,MSI,Business& Productivity,Venture,Ryzen 5 AI,Ryzen AI 5 340,RAM 16 GB,SSD 512 GB,"14"", 2.8K (2880 x 1800) - OLED 16:10, 120Hz",Radeon,,,https://www.thegioididong.com/laptop/msi-venture-a14-ai-a3hmg-r5-ai-340-004vn,004VN,No,
02/08/2026,04:18,MBW,"Laptop MSI Gaming Katana 15 HX B14WEK - 286VN (i5 14450HX, 16GB, 512GB, RTX5050 8GB, QHD 165Hz, Win11)",41990000,39990000,,• Đã bán 45,5,MSI,Gaming,Katana,Core i5,Core i5 14450HX,RAM 16 GB,SSD 512 GB,"15.6"", QHD, 165Hz",RTX 5050,8G,,https://www.thegioididong.com/laptop/msi-katana-15-hx-b14wek-i5-14450hx-286vn,286VN,No,
02/08/2026,04:18,MBW,"Laptop Asus Vivobook 14 X1404VA - EB260W (Core 5 120U, 16GB, 512GB, Full HD, Win11)",22990000,19490000,-15%,• Đã bán 376,5,Asus,Business& Productivity,Vivobook,Core 5,Core 5 120U,RAM 16 GB,SSD 512 GB,,,,,https://www.thegioididong.com/laptop/asus-vivobook-14-x1404va-core-5-120u-eb260w,X1404VA - EB260W,No,
02/08/2026,04:18,MBW,Laptop MacBook Pro 14 inch M5 24GB/1TB,60490000,59990000,,• Đã bán 171,5,MacBook,Business& Productivity,MacBook Pro,,,RAM 24 GB,SSD 1 TB,,,,,https://www.thegioididong.com/laptop/macbook-pro-14-inch-m5-24gb-1tb,,No,
02/08/2026,04:18,MBW,"Laptop Lenovo Ideapad Slim 3 14IRH10 - 83K0000BVN (i5 13420H, 16GB, 512GB, WUXGA OLED, Win11)",22490000,20890000,-7%,• Đã bán 285,5,Lenovo,Business& Productivity,IdeaPad Slim 3,Core i5,Core i5 13420H,RAM 16 GB,SSD 512 GB,"14"", WUXGA (1920 x 1200) - OLED",Intel UHD,,,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-3-oled-14irh10-i5-83k0000bvn,83K0000BVN,No,
02/08/2026,04:18,MBW,"Laptop HP OmniBook X Flip 14 fm0076TU - BZ7P6PA (Ultra 7 258V, 32GB, 512GB, WUXGA, Cảm ứng, OfficeH24, Win11)",41890000,37490000,-10%,• Đã bán 170,5,HP,Business& Productivity,OmniBook,Core Ultra 7,Core Ultra 7 258V,RAM 32 GB,SSD 512 GB,,,,,https://www.thegioididong.com/laptop/hp-omnibook-x-flip-14-fm0076tu-ultra-7-258v-bz7p6pa,BZ7P6PA,No,
02/08/2026,04:18,MBW,"Laptop Asus Zenbook 14 UX3405CA - ST648W (Ultra 9 285H, 32GB, 1TB, 3K OLED 120Hz, Win11)",41990000,38590000,-8%,• Đã bán 58,5,Asus,Business& Productivity,Zenbook,Core Ultra 9,Core Ultra 9 285H,RAM 32 GB,SSD 1 TB,,,,,https://www.thegioididong.com/laptop/asus-zenbook-14-ux3405ca-ultra-9-285h-st648w,UX3405CA - ST648W,No,
02/08/2026,04:18,MBW,"Laptop Lenovo IdeaPad Slim 3 15IRH10 - 83K1000GVN (i5 13420H, 24GB, 512GB, WUXGA, Win11)",20990000,19490000,-7%,• Đã bán 187,5,Lenovo,Business& Productivity,IdeaPad Slim 3,Core i5,Core i5 13420H,RAM 24 GB,SSD 512 GB,,,,,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-3-15irh10-i5-83k1000gvn,83K1000GVN,No,
02/08/2026,04:18,MBW,"Laptop Lenovo Gaming LOQ 15IRX9 - 83DV01ALVN (i7 13650HX, 16GB, 512GB, RTX 4050 6GB, Full HD 144Hz, Win11)",42990000,36990000,-13%,• Đã bán 390,5,Lenovo,Gaming,LOQ,Core i7,i7 13650HX,RAM 16 GB,SSD 512 GB,,RTX 4050,6G,,https://www.thegioididong.com/laptop/lenovo-gaming-loq-15irx9-i7-13650hx-83dv01alvn,83DV01ALVN,No,
02/08/2026,04:18,MBW,"Laptop MSI Gaming Cyborg 15 B13WFKG - 658VN (i7 13620H, 16GB, 1TB, RTX 5060 8GB, Full HD 144Hz, Win11)",40490000,39090000,,• Đã bán 11,5,MSI,Gaming,Cyborg,Core i7,Core i7 13620H,RAM 16 GB,SSD 1 TB,"15.6"", Full HD (1920 x 1080), 144Hz",RTX 5060,8G,,https://www.thegioididong.com/laptop/msi-gaming-cyborg-15-b13wfkg-i7-13620h-658vn,658VN,No,
02/08/2026,04:18,MBW,"Laptop Asus Vivobook 15 X1504VA - BQ285W (Core 5 120U, 16GB, 512GB, Full HD, Win11)",22990000,19590000,-14%,• Đã bán 364,5,Asus,Business& Productivity,Vivobook,Core 5,Core 5 120U,RAM 16 GB,SSD 512 GB,,,,,https://www.thegioididong.com/laptop/asus-vivobook-15-x1504va-core-5-120u-bq285w,X1504VA - BQ285W,No,
02/08/2026,04:18,MBW,"Laptop Lenovo Gaming LOQ 15ARP10 - 83S000CNVN (R7 170, 16GB, 512GB, RTX 3050 6GB, Full HD 144Hz, Win11)",37990000,27990000,-26%,• Đã bán 134,5,Lenovo,Gaming,LOQ,Ryzen 7,Ryzen 7 170,RAM 16 GB,SSD 512 GB,,RTX 3050,4G,,https://www.thegioididong.com/laptop/lenovo-gaming-loq-15arp10-r7-170-83s000cnvn,83S000CNVN,No,
02/08/2026,04:18,MBW,"Laptop Asus Zenbook 14 UX3405CA - PZ187WS (Ultra 5 225H, 16GB, 512GB, 2.8K OLED 120Hz, Cảm ứng, OfficeH24+365, Win11)",33390000,30790000,-7%,• Đã bán 653,4.9,Asus,Business& Productivity,Zenbook,Core Ultra 5,Core Ultra 5 225H,RAM 16 GB,SSD 512 GB,,,,,https://www.thegioididong.com/laptop/asus-zenbook-14-ux3405ca-ultra-5-pz187ws,UX3405CA - PZ187WS,No,
02/08/2026,04:18,MBW,"Laptop Acer Nitro Lite NL16-71G-71FN - NH.D5ASV.003 (i7 13620H, 16GB, 512GB, RTX 4050 6GB, FHD+ 180Hz, Win11)",33990000,29990000,-11%,• Đã bán 40,5,Acer,Gaming,Nitro Lite,Core i7,Core i7 13620H,RAM 16 GB,SSD 512 GB,,RTX 4050,6G,,https://www.thegioididong.com/laptop/acer-nitro-lite-nl16-71g-71fn-i7-13620h-nh-d5asv-003,NL16-71G-71FN,No,
02/08/2026,04:18,MBW,"Laptop Acer Gaming Nitro ProPanel ANV15 52 72BM - NH.QZ9SV.004 (i7 13620H, 16GB, 512GB, RTX5050 8GB, Full HD 180Hz, Win11)",39990000,35990000,-10%,• Đã bán 80,5,Acer,Gaming,Nitro ProPanel,Core i7,Core i7 13620H,RAM 16 GB,SSD 512 GB,,RTX 5050,8G,,https://www.thegioididong.com/laptop/acer-nitro-v-15-propanel-anv15-52-72bm-i7-13620h-nh-qz9sv-004,ANV15 52 72BM,No,
02/08/2026,04:18,MBW,"Laptop GIGABYTE Gaming A16 GA6H - GAMING-A16-CTHH3VN893SH (i5 13420H, 16GB, 512GB, RTX5050 8GB, WUXGA 165Hz, Win11)",36990000,32290000,-12%,• Đã bán 52,5,GIGABYTE,Gaming,Gaming A16,Core i5,Core i5 13420H,RAM 16 GB,SSD 512 GB,"16"", WUXGA (1920 x 1200), 165Hz",RTX 5050,8G,,https://www.thegioididong.com/laptop/gigabyte-a16-ga6h-i5-13420h-gaming-a16-cthh3vn893sh,CTHH3VN893SH,No,
02/08/2026,04:18,MBW,"Laptop Acer Aspire Go 15 AG15-72P-76A2 - NX.JRRSV.008 (Core 7 150U, 16GB, 512GB, Full HD, Win11)",25990000,21990000,-15%,• Đã bán 11,5,Acer,Business& Productivity,Aspire Go,Core 7,Core 7 150U,RAM 16 GB,SSD 512 GB,,,,,https://www.thegioididong.com/laptop/acer-aspire-go-15-ag15-72p-76a2-core-7-150u-nx-jrrsv-008,AG15-72P-76A2,No,
02/08/2026,04:18,MBW,"Laptop MSI Gaming Cyborg 15 Black Edition A13VE - A13VE-2410VN (i5 13420H, 16GB, 512GB, RTX 4050 6GB, Full HD 144Hz, Win11)",31990000,29990000,-6%,• Đã bán 7,5,MSI,Gaming,Cyborg,Core i5,Core i5 13420H,RAM 16 GB,SSD 512 GB,"15.6"", Full HD (1920 x 1080), 144Hz",RTX 4050,6G,,https://www.thegioididong.com/laptop/msi-gaming-cyborg-15-black-edition-a13ve-i5-13420h-a13ve-2410vn,2410VN,No,
02/08/2026,04:18,MBW,"Laptop Acer Gaming Nitro ProPanel ANV16-72-71T9 - NH.QUNSV.001 (Core 7 240H, 16GB, 512GB, RTX 5060 8GB, WUXGA 180Hz, Win11)",45990000,43990000,,,,Acer,Gaming,Nitro ProPanel,Core 7,Core 7 240H,RAM 16 GB,SSD 512 GB,,RTX 5060,8G,,https://www.thegioididong.com/laptop/acer-gaming-nitro-propanel-anv16-72-71t9-core-7-240h-nh-qunsv-001,ANV16-72-71T9,No,
02/08/2026,04:18,MBW,"Laptop Dell Inspiron 14 5440 - N4I7204W1 (Core 7 150U, 16GB, 512GB, Full HD+, OfficeHS, Win11)",29890000,23990000,-19%,"• Đã bán 1,2k",4.9,Dell,Business& Productivity,Inspiron,Core 7,Core 7 150U,RAM 16 GB,SSD 512 GB,,,,,https://www.thegioididong.com/laptop/dell-inspiron-14-5440-core-7-n4i7204w1?utm_flashsale=1,N4I7204W1,No,
02/08/2026,04:18,MBW,"Laptop Asus Gaming V16 V3607VH - RP084W (Core 5 210H, 16GB, 512GB, RTX 5050 8GB, WUXGA 144Hz, Win11)",28490000,27390000,,• Đã bán 325,5,Asus,Gaming,Gaming V16,Core i5,Core i5 210H,RAM 16 GB,SSD 512 GB,,RTX 5050,8G,,https://www.thegioididong.com/laptop/asus-gaming-v16-v3607vh-core-5-210h-rp084w,V3607VH - RP084W,No,
02/08/2026,04:18,MBW,"Laptop Acer Swift Lite 14 AI SFL14 51M 56HS - NX.J1HSV.002 (Ultra 5 125U, 16GB, 512GB, Full HD+, Win11)",20990000,19690000,-6%,• Đã bán 102,5,Acer,Business& Productivity,Swift,Core Ultra 5,Core Ultra 5 125U,RAM 16 GB,SSD 512 GB,,,,,https://www.thegioididong.com/laptop/acer-swift-lite-14-ai-sfl14-51m-56hs-ultra-5-nxj1hsv002,SFL14 51M 56HS,No,
